1260.781982,1260.781982,1238.178955,1242.774048,8200,1242.774048
1241.682007,1258.579956,1235.745972,1251.937012,8600,1251.937012
1252.493042,1252.734985,1234.235962,1239.430054,8000,1239.430054
1239.322998,1256.312988,1235.508057,1244.745972,9000,1244.745972
1243.57605,1252.723022,1236.088989,1252.401001,7200,1252.401001
1252.71106,1260.870972,1247.834961,1257.462036,7800,1257.462036
1257.170044,1257.192993,1246.421997,1256.922974,6800,1256.922974
1255.718018,1259.499023,1251.015991,1256.313965,8800,1256.313965
1255.870972,1268.855957,1243.873047,1245.619995,9800,1245.619995
1235.573975,1236.396973,1214.064941,1216.651978,10000,1216.651978
1215.776001,1226.042969,1207.052002,1225.453979,10200,1225.453979
1225.074951,1225.074951,1214.63501,1218.108032,9400,1218.108032
1213.368042,1213.959961,1199.166992,1204.394043,10400,1204.394043
1201.932983,1237.909058,1189.21106,1234.475952,17000,1234.475952
1258.024048,1265.948975,1239.800049,1255.776978,18000,1255.776978
1252.354004,1254.865967,1239.16394,1254.234009,11800,1254.234009
1252.371948,1254.232056,1240.130981,1241.958008,9600,1241.958008
1239.578979,1241.136963,1223.876953,1225.890991,9400,1225.890991
1223.727051,1226.303955,1208.857056,1213.672974,8200,1213.672974
1210.755005,1210.755005,1190.172974,1191.822998,9000,1191.822998
1189.500977,1203.06604,1187.26001,1188.93103,9400,1188.93103
1189.501953,1253.159058,1189.501953,1252.5,19000,1252.5
1253.812988,1269.155029,1236.178955,1242.307007,20400,1242.307007
1238.609009,1274.11499,1235.640015,1269.004028,17000,1269.004028
1276.015015,1291.464966,1270.317993,1278.880005,14400,1278.880005
1280.027954,1280.027954,1263.71106,1276.134033,11200,1276.134033
1275.66394,1278.624023,1258.561035,1258.968994,10600,1258.968994
1259.527954,1284.937012,1259.509033,1284.47998,12600,1284.47998
1285.629028,1312.532959,1282.782959,1309.276978,22600,1309.276978
1309.624023,1316.588013,1299.145996,1309.474976,24200,1309.474976
1307.036011,1310.967041,1296.979004,1309.948975,20200,1309.948975
1311.366943,1328.532959,1311.204956,1312.444946,24000,1312.444946
1311.438965,1315.136963,1298.927979,1306.003052,17600,1306.003052
1305.249023,1308.758057,1295.641968,1303.411987,14000,1303.411987
1303.310059,1316.723022,1285.916016,1287.449951,18600,1287.449951
1285.197021,1295.253052,1276.880005,1294.338989,12800,1294.338989
1294.156006,1299.595947,1286.480957,1287.713989,11000,1287.713989
1288.407959,1296.880005,1287.73999,1293.739014,10800,1293.739014
1298.25,1318.89502,1296.907959,1318.270996,18000,1318.270996
1321.208008,1326.07605,1310.234985,1316.791016,20600,1316.791016
1316.900024,1316.900024,1282.527954,1286.233032,17800,1286.233032
1284.512939,1292.529053,1278.152954,1289.94104,15000,1289.94104
1288.984985,1304.112061,1271.510986,1293.5,18600,1293.5
1293.131958,1293.259033,1266.636963,1269.144043,15600,1269.144043
1267.052002,1268.187012,1247.892944,1255.588989,13600,1255.588989
1255.984985,1257.793945,1242.512939,1243.474976,12800,1243.474976
1242.453003,1248.034058,1223.61499,1227.402954,12400,1227.402954
1226.142944,1232.817017,1220.823975,1231.046021,10000,1231.046021
1230.682007,1231.676025,1202.427002,1206.921997,14600,1206.921997
1205.755005,1218.010986,1194.322021,1201.649048,13400,1201.649048
1200.256958,1208.608032,1187.581055,1208.192017,11400,1208.192017
1207.203003,1211.160034,1199.869995,1205.634033,9600,1205.634033
1204.849976,1204.849976,1185.456055,1200.113037,9000,1200.113037
1199.69104,1209.229004,1194.588989,1195.017944,9200,1195.017944
1192.447021,1192.447021,1171.811035,1172.573975,11400,1172.573975
1168.828003,1181.531006,1162.031006,1181.235962,10400,1181.235962
1180.373047,1237.800049,1173.542969,1223.56604,19600,1223.56604
1212.118042,1218.275024,1196.944946,1202.967041,13800,1202.967041
1200.69104,1209.340942,1189.255005,1191.744995,11600,1191.744995
1191.197998,1220.415039,1183.906006,1214.868042,16800,1214.868042
1216.728027,1248.062012,1213.650024,1225.487061,24200,1225.487061
1225.04895,1249.203003,1218.759033,1248.520996,17800,1248.520996
1248.150024,1252.812988,1235.355957,1240.972046,19400,1240.972046
1239.134033,1239.134033,1218.511963,1219.510986,13000,1219.510986
1228.973999,1254.31897,1228.973999,1248.203003,19600,1248.203003
1252.206055,1253.598022,1233.237061,1234.332031,15600,1234.332031
1229.680054,1229.680054,1213.203003,1216.962036,14200,1216.962036
1212.391968,1212.391968,1190.984009,1197.734985,11600,1197.734985
1196.281006,1202.491943,1191.230957,1199.901978,11000,1199.901978
1198.956055,1198.956055,1178.640015,1184.192993,11200,1184.192993
1182.204956,1190.541016,1167.994019,1172.55603,13200,1172.55603
1171.027954,1177.88501,1163.401978,1169.187012,13600,1169.187012
1166.342041,1166.342041,1146.41394,1157.970947,13600,1157.970947
1155.644043,1169.14502,1151.636963,1165.334961,14000,1165.334961
1165.098999,1166.197998,1148.137939,1148.756958,13600,1148.756958
1145.745972,1172.709961,1135.733032,1169.118042,17400,1169.118042
1168.331055,1170.198975,1155.984985,1159.145996,14200,1159.145996
