5977.6801759999998,5860.9799800000001,0.0,0
5875.0498049999997,5863.419922,0.0,0
5986.9399409999996,6143.419922,150342400.0,1
6188.580078,6107.75,0.0,0
6091.8500979999999,6068.5297849999997,0.0,0
6071.3198240000002,6052.8701170000004,51207200.0,0
6057.6098630000006,6173.0297849999997,56612700.0,1
6118.1298829999996,6063.5,50567400.0,0
6010.1000979999999,5807.080078,76422200.0,0
5728.2998049999997,5831.0200199999999,79738600.0,1
5865.080078,5806.330078,62386300.0,0
5794.1000979999999,5660.6298829999996,71214200.0,0
5682.330078,5797.0297849999997,61616600.0,1
5606.0698240000002,5387.0097659999992,0.0,0
5450.3798829999996,5326.6298829999996,118853000.0,0
5237.1098630000006,5013.6201170000004,114129100.0,0
5054.8999020000001,4887.0,78567600.0,0
4594.5297849999997,4544.3100590000004,116733400.0,0
4642.0200199999999,5062.4501950000003,89614400.0,1
5135.1401369999994,5199.1899409999996,82479300.0,1
5187.3901369999994,4861.6298829999996,77537800.0,0
4675.8999020000001,4622.8100590000004,87902300.0,0
4757.9799800000001,4781.330078,96654000.0,1
4891.7597659999992,4835.0097659999992,59387000.0,0
4882.7998049999997,4784.4101559999999,54622000.0,0
4739.7402340000008,4571.0698240000002,51717600.0,0
4559.7099609999996,4519.7001950000003,55792400.0,0
4362.7900390000004,4295.669922,73730000.0,0
4143.4501950000003,4334.6401369999994,106305600.0,1
4314.9101559999999,4823.4501950000003,197821900.0,1
4460.2597659999992,4808.6899409999996,137350100.0,1
4894.1401369999994,4869.2998049999997,97704600.0,0
4856.0200199999999,4987.9702150000003,88164000.0,1
5053.9399409999996,5026.8398440000001,52401500.0,0
5018.830078,5278.0400390000004,58418400.0,1
5268.7998049999997,5166.8701170000004,49048500.0,0
5101.9799800000001,4813.5698240000002,55996400.0,0
4827.5600590000004,4938.4599609999996,41288500.0,1
5024.4301759999998,5025.5297849999997,33949100.0,1
4984.3198240000002,4761.580078,41020200.0,0
4801.8999020000001,4620.7998049999997,41645100.0,0
4599.6401369999994,4649.5200199999999,37923700.0,1
4723.2900390000004,4710.2402340000008,38730300.0,0
4700.5,4557.2700199999999,35035900.0,0
4556.4799800000001,4579.4702150000003,34312400.0,1
4586.330078,4354.0898440000001,42770800.0,0
4274.9799800000001,4220.2001950000003,46662800.0,0
4228.3100590000004,4127.4101559999999,48665100.0,0
4167.7099609999996,4554.330078,52198700.0,1
4521.8500979999999,4560.419922,54244000.0,1
4528.5498049999997,4560.5,36549800.0,1
4596.3999020000001,4665.2700199999999,29028900.0,1
4666.4101559999999,4669.4399409999996,34642600.0,1
4653.1201170000004,4394.7900390000004,34897100.0,0
4349.1298829999996,4531.7900390000004,38445500.0,1
4508.8798829999996,4567.2402340000008,35243400.0,1
4559.9799800000001,4564.2299800000001,39370800.0,1
4529.2001950000003,4381.4702150000003,40519500.0,0
4548.8701170000004,4715.8798829999996,47616100.0,1
4673.5200199999999,4779.1098630000006,39562600.0,1
4810.4799800000001,4804.8798829999996,31974500.0,0
4791.5600590000004,4767.2001950000003,31584000.0,0
4660.0498049999997,4663.3701170000004,37114100.0,1
4718.3901369999994,4654.8198240000002,25688900.0,0
4663.3598630000006,4729.9101559999999,32518700.0,1
4768.7099609999996,4708.3798829999996,39191400.0,0
4730.1000979999999,4756.3999020000001,34335200.0,1
4720.8798829999996,4696.7001950000003,87818300.0,0
4693.6601559999999,4639.0200199999999,32497000.0,0
4633.4702150000003,4629.3798829999996,21536000.0,0
